trial,accuracy
0,0.8724999999999999
1,0.8400000000000001
2,0.8424999999999999
3,0.845
4,0.8574999999999999
5,0.8275
6,0.8575000000000002
7,0.8125
8,0.8225
9,0.8275
10,0.825
11,0.8550000000000001
12,0.8550000000000001
13,0.8574999999999999
14,0.8375
15,0.825
16,0.85
17,0.86
18,0.8625
19,0.8574999999999999
20,0.8300000000000001
21,0.86
22,0.8675
23,0.86
24,0.85
25,0.8675
26,0.8699999999999999
27,0.8625
28,0.8574999999999999
29,0.8375
30,0.8400000000000001
31,0.8575000000000002
32,0.8625
33,0.8625
34,0.8574999999999999
35,0.86
36,0.8525
37,0.865
38,0.8375
39,0.8125
40,0.8575000000000002
41,0.86
42,0.8675
43,0.8625
44,0.865
45,0.825
46,0.8600000000000001
47,0.845
48,0.8525
49,0.835
50,0.8724999999999999
51,0.8775000000000001
52,0.8550000000000001
53,0.8675
54,0.845
55,0.8600000000000001
56,0.86
57,0.8300000000000001
58,0.8625
59,0.8600000000000001
60,0.8625
61,0.8625
62,0.8575000000000002
63,0.8625
64,0.8324999999999999
65,0.8474999999999999
66,0.8649999999999999
67,0.8474999999999999
68,0.86
69,0.86
70,0.8625
71,0.875
72,0.8699999999999999
73,0.835
74,0.8674999999999999
75,0.8699999999999999
76,0.8724999999999999
77,0.8575000000000002
78,0.8575000000000002
79,0.8625
80,0.8675
81,0.8700000000000001
82,0.8575000000000002
83,0.8575000000000002
84,0.8675
85,0.8649999999999999
86,0.8625
87,0.8525
88,0.8574999999999999
89,0.865
90,0.8699999999999999
91,0.8775000000000001
92,0.875
93,0.8574999999999999
94,0.8549999999999999
95,0.865
96,0.8625
97,0.8525
98,0.8649999999999999
99,0.82
100,0.8525
101,0.875
102,0.86
103,0.8625
104,0.8425
105,0.8625
106,0.8574999999999999
107,0.8525
108,0.8625
109,0.8775000000000001
110,0.865
111,0.8300000000000001
112,0.8625
113,0.865
114,0.8424999999999999
115,0.8574999999999999
116,0.8675
117,0.865
118,0.8625
119,0.8625
120,0.8174999999999999
121,0.8675
122,0.8775000000000001
123,0.8575000000000002
124,0.8625
125,0.8649999999999999
126,0.875
127,0.8625
128,0.8550000000000001
129,0.8675
130,0.865
131,0.8600000000000001
132,0.8525
133,0.8675
134,0.8550000000000001
135,0.8574999999999999
136,0.85
137,0.865
138,0.85
139,0.8575000000000002
140,0.8625
141,0.875
142,0.8700000000000001
143,0.865
144,0.865
145,0.86
146,0.8675
147,0.86
148,0.8574999999999999
149,0.8375
150,0.8674999999999999
151,0.8649999999999999
152,0.8525
153,0.8575000000000002
154,0.865
155,0.8675
156,0.86
157,0.865
158,0.8699999999999999
159,0.8324999999999999
160,0.8625
161,0.8574999999999999
162,0.8525
163,0.8675
164,0.8625
165,0.8550000000000001
166,0.8775000000000001
167,0.86
168,0.8175000000000001
169,0.8625
170,0.845
171,0.8625
172,0.8774999999999998
173,0.8775000000000001
174,0.8675
175,0.8625
176,0.86
177,0.8699999999999999
178,0.8724999999999999
179,0.86
180,0.8649999999999999
181,0.875
182,0.8550000000000001
183,0.8649999999999999
184,0.8575000000000002
185,0.8699999999999999
186,0.86
187,0.835
188,0.8675
189,0.8424999999999999
190,0.8699999999999999
191,0.865
192,0.8575000000000002
193,0.8724999999999999
194,0.86
195,0.8699999999999999
196,0.8574999999999999
197,0.8700000000000001
198,0.8625
199,0.86
200,0.8625
201,0.8574999999999999
202,0.8675
203,0.8675
204,0.8674999999999999
205,0.8574999999999999
206,0.8625
207,0.8699999999999999
208,0.8675
209,0.8625
210,0.8525
211,0.8674999999999999
212,0.8549999999999999
213,0.86
214,0.85
215,0.8525
216,0.8550000000000001
217,0.8674999999999999
218,0.8324999999999999
219,0.86
220,0.8674999999999999
221,0.8675
222,0.8699999999999999
223,0.8625
224,0.86
225,0.86
226,0.8675
227,0.8575000000000002
228,0.86
229,0.8625
230,0.8724999999999999
231,0.865
232,0.8625
233,0.85
234,0.8674999999999999
235,0.86
236,0.8675
237,0.8525
238,0.8525
239,0.8675
240,0.85
241,0.8625
242,0.86
243,0.8699999999999999
244,0.865
245,0.8625
246,0.8550000000000001
247,0.86
248,0.8625
249,0.8600000000000001
250,0.85
251,0.8724999999999999
252,0.8574999999999999
253,0.8424999999999999
254,0.8574999999999999
255,0.8474999999999999
256,0.86
257,0.8674999999999999
258,0.8550000000000001
259,0.8525
260,0.86
261,0.8699999999999999
262,0.875
263,0.865
264,0.8474999999999999
265,0.8574999999999999
266,0.8625
267,0.8600000000000001
268,0.8574999999999999
269,0.8525
270,0.8649999999999999
271,0.8699999999999999
272,0.8625
273,0.8525
274,0.8649999999999999
275,0.8699999999999999
276,0.86
277,0.86
278,0.8324999999999999
279,0.8625
280,0.865
281,0.8574999999999999
282,0.8625
283,0.8699999999999999
284,0.8549999999999999
285,0.86
286,0.86
287,0.8275
288,0.8674999999999999
289,0.865
290,0.8724999999999999
291,0.8550000000000001
292,0.865
293,0.865
294,0.8549999999999999
295,0.875
296,0.86
297,0.8699999999999999
298,0.8674999999999999
299,0.8649999999999999
300,0.8549999999999999
301,0.8724999999999999
302,0.8550000000000001
303,0.8275
304,0.8549999999999999
305,0.8174999999999999
306,0.865
307,0.8600000000000001
308,0.86
309,0.865
310,0.86
311,0.8550000000000001
312,0.8625
313,0.86
314,0.875
315,0.8524999999999998
316,0.8700000000000001
317,0.865
318,0.8625
319,0.8625
320,0.8700000000000001
321,0.865
322,0.8550000000000001
323,0.8799999999999999
324,0.865
325,0.8675
326,0.865
327,0.8699999999999999
328,0.865
329,0.8625
330,0.8549999999999999
331,0.8575000000000002
332,0.8625
333,0.86
334,0.86
335,0.85
336,0.8125
337,0.8400000000000001
338,0.865
339,0.8700000000000001
340,0.8649999999999999
341,0.8675
342,0.8674999999999999
343,0.8575000000000002
344,0.8699999999999999
345,0.865
346,0.8575000000000002
347,0.8675
348,0.865
349,0.8825
350,0.8625
351,0.8425
352,0.8525
353,0.8575000000000002
354,0.8674999999999999
355,0.8625
356,0.8574999999999999
357,0.8625
358,0.8724999999999999
359,0.875
360,0.865
361,0.8574999999999999
362,0.8674999999999999
363,0.865
364,0.8625
365,0.8825
366,0.865
367,0.8724999999999999
368,0.8324999999999999
369,0.85
370,0.8675
371,0.8700000000000001
372,0.8700000000000001
373,0.8674999999999999
374,0.8725000000000002
375,0.865
376,0.8725000000000002
377,0.8675
378,0.875
379,0.8699999999999999
380,0.8699999999999999
381,0.8724999999999999
382,0.8725000000000002
383,0.8625
384,0.865
385,0.8675
386,0.865
387,0.875
388,0.8725000000000002
389,0.8725000000000002
390,0.8724999999999999
391,0.8774999999999998
392,0.8625
393,0.8550000000000001
394,0.8550000000000001
395,0.8475000000000001
396,0.8625
397,0.8775000000000001
398,0.8775000000000001
399,0.8674999999999999
400,0.8574999999999999
401,0.8700000000000001
402,0.8575000000000002
403,0.85
404,0.875
405,0.8674999999999999
406,0.8699999999999999
407,0.8624999999999998
408,0.8799999999999999
409,0.8699999999999999
410,0.8525
411,0.8549999999999999
412,0.835
413,0.8699999999999999
414,0.8724999999999999
415,0.8474999999999999
416,0.8600000000000001
417,0.8525
418,0.8550000000000001
419,0.8625
420,0.8600000000000001
421,0.865
422,0.845
423,0.8125
424,0.8700000000000001
425,0.8724999999999999
426,0.8225000000000001
427,0.8574999999999999
428,0.8624999999999998
429,0.8649999999999999
430,0.8550000000000001
431,0.8674999999999999
432,0.86
433,0.85
434,0.8674999999999999
435,0.8699999999999999
436,0.845
437,0.865
438,0.8675
439,0.8324999999999999
440,0.8275
441,0.865
442,0.865
443,0.8625
444,0.8474999999999999
445,0.8525
446,0.8549999999999999
447,0.8800000000000001
448,0.86
449,0.86
450,0.865
451,0.8549999999999999
452,0.8625
453,0.8724999999999999
454,0.8550000000000001
455,0.8699999999999999
456,0.8625
457,0.8724999999999999
458,0.8525
459,0.875
460,0.875
461,0.8175000000000001
462,0.86
463,0.8625
464,0.8724999999999999
465,0.86
466,0.8675
467,0.865
468,0.8674999999999999
469,0.8699999999999999
470,0.8674999999999999
471,0.86
472,0.8525
473,0.8675
474,0.865
475,0.8625
476,0.8600000000000001
477,0.85
478,0.8474999999999999
479,0.85
480,0.8575000000000002
481,0.8549999999999999
482,0.8525
483,0.8474999999999999
484,0.8575000000000002
485,0.8724999999999999
486,0.86
487,0.8699999999999999
488,0.8550000000000001
489,0.86
490,0.8575000000000002
491,0.8375
492,0.8699999999999999
493,0.8675
494,0.865
495,0.86
496,0.8675
497,0.8675
498,0.8625
499,0.8375
